unique_id,primary,size,study_type,status,primary_sponsor,leading_institution,registration_date,start_date,end_date,results_submitted,publication_found,source,has_g_scholar_results,primary_sponsor_simple,leading_institution_simple
ea7d401d,NCT00719264,365,interventional,Completed,Novartis Pharmaceuticals,Novartis Pharmaceuticals,2008-07-18,2008-11-12,2011-12-31,TRUE,TRUE,NCT,TRUE,Novartis,Novartis
1cedc053,NCT00719433,76,interventional,Completed,University of Zurich,"Sensory Motor Systems Lab, ETH Zürich",2008-07-18,2008-07-01,2012-08-01,FALSE,TRUE,NCT,TRUE,Universität Zürich,ETH Zürich
c5b699b1,NCT00719511,132,interventional,Completed,University of Zurich,UniversitaetsSpital Zuerich,2008-07-18,2008-02-01,2009-11-01,FALSE,FALSE,NCT,TRUE,Universität Zürich,Unispital Zürich
77273e96,NCT00719524,71,interventional,Completed,Sanofi,Sanofi,2008-07-17,2008-07-01,2013-02-01,FALSE,TRUE,NCT,TRUE,Sanofi,Sanofi
24cdb5fd,NCT00720798,2067,interventional,Completed,Hoffmann-La Roche,Hoffmann-La Roche,2008-07-22,2005-09-01,2013-04-01,TRUE,TRUE,NCT,TRUE,Hoffmann-La Roche,Hoffmann-La Roche
c885641f,NCT00720967,450,interventional,Unknown,"University Hospital, Geneva","University Hospital of Geneva, Service for Cardiovascular Surgery",2008-07-22,2008-11-01,2011-11-01,FALSE,FALSE,NCT,FALSE,Unispital Genf,Unispital Genf
3ea49215,NCT00721123,538,interventional,Completed,Hoffmann-La Roche,Hoffmann-La Roche,2008-07-22,2005-08-01,2012-05-01,TRUE,FALSE,NCT,TRUE,Hoffmann-La Roche,Hoffmann-La Roche
5d3e5a29,NCT00722293,111,interventional,Completed,GlaxoSmithKline,GlaxoSmithKline,2008-07-24,2008-07-08,2012-06-11,FALSE,FALSE,NCT,TRUE,GlaxoSmithKline,GlaxoSmithKline
edea1e48,NCT00724503,532,interventional,Completed,Sirtex Medical,Melbourne Health,2008-07-28,2006-08-01,2016-06-01,TRUE,TRUE,NCT,TRUE,NA,NA
5662d845,NCT00727753,54,observational,Completed,University of Zurich,"University Hospital Zurich, Division of Cardiology",2008-08-01,2008-07-01,2012-12-01,FALSE,FALSE,NCT,TRUE,Universität Zürich,Unispital Zürich
6e5b2976,NCT00728663,35,interventional,Completed,Swiss Group for Clinical Cancer Research,Kantonsspital Graubuenden,2008-08-05,2008-06-01,2009-09-01,FALSE,TRUE,NCT,TRUE,SAKK,Kantonsspital Graubünden
0dc07a94,NCT00730769,21,interventional,Completed,Salvador Gil-Vernet,Nephrology Department. Hospital Universitari of Bellvitge,2008-08-07,2004-03-01,2007-07-01,FALSE,TRUE,NCT,TRUE,NA,NA
a464651f,NCT00731692,970,interventional,Terminated,Novartis Pharmaceuticals,Novartis Pharmaceuticals,2008-08-07,2008-07-28,2015-06-22,TRUE,TRUE,NCT,TRUE,Novartis,Novartis
70c268e3,NCT00733343,1325,interventional,Completed,ResMed,Universitätsklinikum Essen,2008-08-11,2008-02-01,2015-04-01,TRUE,TRUE,NCT,TRUE,NA,NA
41f21af1,NCT00733681,181,interventional,Terminated,DePuy International,"City Hospital, Nottingham",2008-08-12,2004-03-01,2014-02-01,TRUE,FALSE,NCT,FALSE,NA,NA
3aa08b12,NCT00733863,27,interventional,Completed,Novartis,Novartis,2008-08-11,2008-07-01,2010-02-01,FALSE,TRUE,NCT,TRUE,Novartis,Novartis
0c51b269,NCT00735020,72,interventional,Completed,Novartis Vaccines,Novartis Vaccines,2008-08-13,2008-06-01,2008-08-01,FALSE,TRUE,NCT,FALSE,Novartis,Novartis
72df69f7,NCT00736684,440,interventional,Completed,AO Clinical Investigation and Documentation,"AO Clinical Investigation and Documentation, Davos, Switzerland",2008-08-15,2007-11-01,2009-09-01,FALSE,FALSE,NCT,TRUE,NA,NA
8be99428,NCT00738387,900,interventional,Terminated,Novartis Pharmaceuticals,Novartis Pharmaceuticals,2008-08-19,2008-12-01,2010-12-01,FALSE,FALSE,NCT,TRUE,Novartis,Novartis
40544ea6,NCT00738530,649,interventional,Completed,Hoffmann-La Roche,Hoffmann-La Roche,2008-08-19,2004-06-01,2008-09-01,TRUE,FALSE,NCT,TRUE,Hoffmann-La Roche,Hoffmann-La Roche
9c65ea41,NCT00739388,47,interventional,Completed,Swiss Group for Clinical Cancer Research,Hopitaux Universitaires de Geneve,2008-08-20,2008-07-01,2010-01-01,FALSE,TRUE,NCT,TRUE,SAKK,Unispital Genf
58b8949e,NCT00740454,200,observational,Completed,"University Hospital, Brest","Brest University Hospital, Brest, France",2008-08-22,2006-01-01,2009-04-01,FALSE,TRUE,NCT,TRUE,NA,NA
87b9968a,NCT00740662,7,observational,Terminated,"University Hospital Inselspital, Berne","Department of Visceral and Transplant Surgery, Bern University Hospital",2008-08-22,2008-01-01,2010-07-01,TRUE,FALSE,NCT,FALSE,Inselspital Bern,Inselspital Bern
d556d0a1,NCT00743132,569,observational,Completed,University of Zurich,NA,2008-08-27,2008-04-01,2008-10-01,FALSE,TRUE,NCT,TRUE,Universität Zürich,NA
46dc6678,NCT00744458,223,interventional,Completed,Cooperation Afrique,"Medical district officer of Mfou, Ministry of public health of Cameroon",2008-08-29,2008-08-01,2010-02-01,FALSE,FALSE,NCT,TRUE,NA,NA
ef8121cf,NCT00744640,46,interventional,Completed,"University Hospital, Basel, Switzerland","University Hospital, Basel, Switzerland",2008-08-29,2005-10-01,2009-02-01,FALSE,FALSE,NCT,TRUE,Unispital Basel,Unispital Basel
fddbea13,NCT00744835,53,interventional,Completed,Medtronic Cardiac Rhythm and Heart Failure,NA,2008-08-29,2006-08-01,2007-08-01,FALSE,FALSE,NCT,FALSE,Medtronic,NA
dee54ffe,NCT00744874,55,interventional,Completed,Medtronic Cardiac Rhythm and Heart Failure,NA,2008-08-29,2007-10-01,2009-09-01,TRUE,FALSE,NCT,FALSE,Medtronic,NA
419929c0,NCT00746551,80,interventional,Completed,Mahidol University,"Obstetrics and Gynecology Department, Faculty of Medicine Siriraj Hosptial, Mahidol University",2008-09-03,2008-09-01,2010-03-01,TRUE,FALSE,NCT,TRUE,NA,NA
92aa2236,NCT00749346,42,interventional,Completed,NovoCure Ltd.,Kantonspital Winterthur,2008-09-08,2008-05-01,2011-07-01,FALSE,FALSE,NCT,TRUE,NA,NA
79ffcd62,NCT00749996,165,interventional,Completed,Medtronic Spinal and Biologics,"Spitalzentrum Oberwallis, Brig",2008-09-09,2006-11-01,2013-04-01,TRUE,FALSE,NCT,TRUE,Medtronic,Regionalspital Locarno
0598b17e,NCT00750217,10,interventional,Unknown,"Psychiatric University Hospital, Zurich",Psychiatric University Hospital,2008-09-09,2008-08-01,2009-02-01,TRUE,FALSE,NCT,FALSE,Unispital Zürich,NA
0b228f5c,NCT00750282,422,interventional,Completed,Piramal Imaging SA,Bayer,2008-09-09,2008-08-01,2010-11-01,TRUE,TRUE,NCT,TRUE,NA,Bayer
9ce9998e,NCT00750711,200,interventional,Unknown,"University Hospital, Geneva",NA,2008-09-09,2008-03-01,2010-01-01,FALSE,FALSE,NCT,FALSE,Unispital Genf,NA
f0e2adf1,NCT00750880,1681,interventional,Completed,Hoffmann-La Roche,Hoffmann-La Roche,2008-09-10,2008-09-01,2011-07-01,TRUE,FALSE,NCT,TRUE,Hoffmann-La Roche,Hoffmann-La Roche
ac15cdf3,NCT00751621,40,interventional,Completed,CSL Behring,CSL Behring,2008-09-11,2008-08-01,2011-12-01,TRUE,TRUE,NCT,TRUE,CSL Behring,CSL Behring
1f6bc721,NCT00754988,666,interventional,Completed,Hoffmann-La Roche,Hoffmann-La Roche,2008-09-17,2008-10-01,2011-03-01,FALSE,FALSE,NCT,TRUE,Hoffmann-La Roche,Hoffmann-La Roche
d2606c34,NCT00756457,39,interventional,Completed,Ithaca College,Ithaca College - Rochester Center,2008-09-19,2007-07-01,2008-09-01,TRUE,TRUE,NCT,TRUE,NA,NA
09311fcb,NCT00757237,274,interventional,Completed,Gilead Sciences,Gilead Sciences,2008-09-22,2008-08-01,2010-05-01,TRUE,TRUE,NCT,TRUE,Gilead Sciences,Gilead Sciences
22940861,NCT00757276,50,observational,Completed,"University Hospital, Basel, Switzerland","University Hospital, Basel, Switzerland",2008-09-22,2008-06-01,2014-10-01,FALSE,TRUE,NCT,TRUE,Unispital Basel,Unispital Basel
15be79dd,NCT00757679,153,interventional,Completed,Pierre Fabre Medicament,Centre Hospitalier HUG Genève - SUISSE,2008-09-22,2006-09-01,2009-09-01,FALSE,FALSE,NCT,TRUE,NA,NA
52893458,NCT00757913,400,interventional,Terminated,"University Hospital, Basel, Switzerland","Department of Anaesthesia, University Hospital Basel, Switzerland",2008-09-22,2008-09-01,2009-09-01,TRUE,FALSE,NCT,FALSE,Unispital Basel,Unispital Basel
d775b4fd,NCT00758511,71,interventional,Completed,University of Basel,"Institute of Nursing Science, medical Faculty, University of Basel",2008-09-23,2009-01-01,2009-12-01,FALSE,TRUE,NCT,TRUE,Universität Basel,Universität Basel
c5b15eab,NCT00760175,85,interventional,Completed,University of Alberta,University of Alberta,2008-09-25,2008-10-01,2009-12-01,FALSE,TRUE,NCT,TRUE,NA,NA
d15272c7,NCT00761787,800,observational,Completed,XDx,NA,2008-09-29,2005-05-01,2009-02-01,FALSE,TRUE,NCT,TRUE,NA,NA
4d4de157,NCT00762450,6,interventional,Completed,Colgate Palmolive,NA,2008-09-29,2008-04-01,2008-08-01,TRUE,FALSE,NCT,FALSE,NA,NA
b2f3d839,NCT00764621,360,interventional,Completed,Bayer,Bayer,2008-10-01,2008-10-01,2010-09-01,FALSE,TRUE,NCT,TRUE,Bayer,Bayer
080deafc,NCT00765453,100,interventional,Unknown,Barts & The London NHS Trust,Barts and the London NHS Trust,2008-10-02,2008-03-01,2014-03-01,FALSE,TRUE,NCT,TRUE,NA,NA
2ffeea23,NCT00766272,20,interventional,Terminated,US Department of Veterans Affairs,Providence VA Medical Center,2008-10-02,2008-06-01,2008-06-01,TRUE,FALSE,NCT,FALSE,NA,NA
b1e18adc,NCT00767013,65,interventional,Unknown,Luzerner Kantonsspital,Luzerner Kantonsspital,2008-10-03,2007-05-01,2013-12-01,FALSE,FALSE,NCT,FALSE,Kantonsspital Luzern,Kantonsspital Luzern
398ace57,NCT00768300,494,interventional,Terminated,Gilead Sciences,"University of Washington, Div. of Pulmonary and Critical Care Medicine Chair",2008-10-07,2008-12-01,2011-02-01,TRUE,TRUE,NCT,TRUE,Gilead Sciences,NA
05f25b87,NCT00768755,180,interventional,Completed,Pfizer,Pfizer,2008-10-07,2009-01-01,2011-03-01,TRUE,TRUE,NCT,TRUE,Pfizer,Pfizer
adb46a8d,NCT00769678,33,interventional,Completed,Luzerner Kantonsspital,NA,2008-10-08,2008-10-01,2012-05-01,FALSE,TRUE,NCT,TRUE,Kantonsspital Luzern,NA
bda354d9,NCT00770107,12,interventional,Completed,Luzerner Kantonsspital,NA,2008-10-08,2004-06-01,2009-12-01,FALSE,TRUE,NCT,TRUE,Kantonsspital Luzern,NA
1e1e0710,NCT00772096,50,interventional,Completed,"University Hospital, Basel, Switzerland","Department of Anaesthesia, University Hospital Basel, Switzerland",2008-10-14,2008-10-01,2011-06-01,FALSE,TRUE,NCT,TRUE,Unispital Basel,Unispital Basel
1afb00dc,NCT00773851,36,interventional,Completed,Medtronic - MITG,Bern University Hospital,2008-10-15,2005-04-01,2008-02-01,FALSE,FALSE,NCT,FALSE,Medtronic,Inselspital Bern
79c6a881,NCT00774397,719,interventional,Completed,Boehringer Ingelheim,Boehringer Ingelheim,2008-10-16,2008-10-01,2011-11-01,TRUE,FALSE,NCT,TRUE,Boehringer Ingelheim,Boehringer Ingelheim
6c8301bd,NCT00775281,45,observational,Completed,"University Hospital Inselspital, Berne",NA,2008-10-17,2006-10-01,2010-04-01,FALSE,FALSE,NCT,FALSE,Inselspital Bern,NA
441c693b,NCT00776529,30,interventional,Completed,University of Applied Sciences of Western Switzerland,University of Applied Sciences Western Switzerland Valais,2008-10-20,2008-10-01,2008-12-01,FALSE,FALSE,NCT,FALSE,Fachhochschule Westschweiz,HEVS Hochschule Wallis
17ceaaf0,NCT00777101,233,interventional,Completed,"Puma Biotechnology, Inc.",Biotechnology,2008-10-21,2009-02-04,2011-03-01,TRUE,TRUE,NCT,TRUE,NA,NA
d6de7559,NCT00777374,97,interventional,Completed,University of Zurich,UniversitaetsSpital Zuerich,2008-10-21,2008-10-01,2010-11-01,FALSE,FALSE,NCT,TRUE,Universität Zürich,Unispital Zürich
f57d28bc,NCT00777582,197,interventional,Ongoing,AstraZeneca,AstraZeneca,2008-10-21,2008-10-27,2009-02-06,FALSE,TRUE,NCT,TRUE,AstraZeneca,AstraZeneca
33e05b61,NCT00777894,18,interventional,Completed,Swiss Group for Clinical Cancer Research,Unviersitaetsspital Basel,2008-10-21,2008-11-01,2014-01-01,FALSE,TRUE,NCT,TRUE,SAKK,NA
dc23de23,NCT00778609,449,interventional,Completed,Bayer,Bayer,2008-10-22,2008-12-01,2010-12-01,FALSE,TRUE,NCT,TRUE,Bayer,Bayer
f79d7a30,NCT00779272,184,observational,Completed,University of Zurich,NA,2008-10-23,2008-09-01,2008-10-01,FALSE,FALSE,NCT,TRUE,Universität Zürich,NA
db5fce0c,NCT00780767,10,interventional,Completed,"University Hospital, Geneva",NA,2008-10-27,2008-09-01,2011-10-01,FALSE,TRUE,NCT,TRUE,Unispital Genf,NA
147b757f,NCT00781391,21105,interventional,Completed,"Daiichi Sankyo, Inc.",NA,2008-10-28,2008-11-01,2013-04-01,TRUE,TRUE,NCT,TRUE,Daiichi Sankyo,NA
41ca3f3e,NCT00782704,219,observational,Completed,University of Zurich,Department of Visceral and Transplantation Surgery,2008-10-29,2008-10-01,2009-12-01,FALSE,FALSE,NCT,TRUE,Universität Zürich,NA
cd34b2f9,NCT00784134,500,interventional,Completed,Johns Hopkins University,Johns Hopkins University,2008-10-31,2009-07-01,2015-07-01,TRUE,TRUE,NCT,TRUE,NA,NA
c3f8264a,NCT00785096,615,observational,Completed,University of Zurich,NA,2008-11-04,2009-01-01,2009-12-01,FALSE,FALSE,NCT,TRUE,Universität Zürich,NA
40560dd1,NCT00787293,30,interventional,Ongoing,Viacor,"Klinikum Schwabing, Staedtisches Klinikum Muenchen GmbH",2008-11-05,2008-10-01,2010-11-01,TRUE,FALSE,NCT,TRUE,NA,NA
2ebc3da3,NCT00788242,200,interventional,Completed,Christoph Ellenberger,NA,2008-11-07,2009-01-01,2013-12-01,FALSE,FALSE,NCT,TRUE,NA,NA
f60dff5f,NCT00789620,76,interventional,Completed,"University Hospital Inselspital, Berne","Dep. of Anesthesiology and pain service, Bern University Hospital",2008-11-12,2008-11-01,2011-03-01,FALSE,TRUE,NCT,TRUE,Inselspital Bern,Inselspital Bern
180f19b2,NCT00790036,742,interventional,Completed,Novartis Pharmaceuticals,Novartis Pharmaceuticals,2008-11-12,2009-07-24,2016-06-15,TRUE,TRUE,NCT,TRUE,Novartis,Novartis
143bfc56,NCT00790231,32,observational,Completed,"University Hospital Inselspital, Berne","Dep. of Urology, Bern University Hospital",2008-11-12,2008-10-01,2009-10-01,FALSE,FALSE,NCT,TRUE,Inselspital Bern,Inselspital Bern
9145405f,NCT00790920,492,interventional,Completed,H. Lundbeck A/S,LundbeckClinicalTrials@lundbeck.com,2008-11-13,2008-12-01,2014-07-01,FALSE,TRUE,NCT,TRUE,NA,NA
16a32e74,NCT00792584,50,interventional,Completed,"University Hospital, Geneva",Geneva Hospital,2008-11-17,2008-11-01,2008-11-01,FALSE,FALSE,NCT,TRUE,Unispital Genf,NA
aa5f5c25,NCT00792753,360,interventional,Completed,Elixir Medical Corporation,"Thoraxcentrum, Rotterdam, Netherlands",2008-11-17,2008-10-01,2011-11-01,FALSE,TRUE,NCT,TRUE,NA,ETH Zürich
81b20292,NCT00793273,1074,observational,Completed,Novo Nordisk A/S,Novo Nordisk A/S,2008-11-18,2008-11-01,2011-01-01,FALSE,FALSE,NCT,FALSE,Novo Nordisk,Novo Nordisk
87759fdb,NCT00793286,80,interventional,Completed,"University Hospital Inselspital, Berne","Dep. of Visceral and Transplantsurgery, Bern University Hospital",2008-11-18,2004-08-01,2008-10-01,FALSE,FALSE,NCT,TRUE,Inselspital Bern,Inselspital Bern
03530059,NCT00794235,12,interventional,Completed,University of Zurich,"Department of Dermatology, University Hospital Zurich, Switzerland",2008-11-19,2008-12-01,2009-11-01,FALSE,FALSE,NCT,TRUE,Universität Zürich,Unispital Zürich
33c34fdf,NCT00794287,0,observational,Terminated,University of Zurich,UniversitaetsSpital Zuerich,2008-11-19,2009-01-01,2010-12-01,FALSE,FALSE,NCT,FALSE,Universität Zürich,Unispital Zürich
29425988,NCT00794560,154,interventional,Completed,"University Hospital, Basel, Switzerland","Pharmaceutical Care Research Group, University of Basle, Switzerland",2008-11-19,2007-06-01,2009-08-01,TRUE,TRUE,NCT,TRUE,Unispital Basel,NA
2f4f6211,NCT00796445,1351,interventional,Terminated,GlaxoSmithKline,GlaxoSmithKline,2008-11-21,2008-12-01,2015-09-01,TRUE,TRUE,NCT,TRUE,GlaxoSmithKline,GlaxoSmithKline
f34ff0aa,NCT00796757,146,interventional,Completed,Hoffmann-La Roche,Hoffmann-La Roche,2008-11-21,2008-12-01,2012-02-01,TRUE,TRUE,NCT,TRUE,Hoffmann-La Roche,Hoffmann-La Roche
70a21f67,NCT00797862,1254,interventional,Completed,Novartis,Novartis,2008-11-24,2008-11-01,2010-11-01,TRUE,TRUE,NCT,TRUE,Novartis,Novartis
ed129443,NCT00798369,200,interventional,Completed,Novartis,NA,2008-11-25,2008-11-01,2009-08-01,TRUE,TRUE,NCT,TRUE,Novartis,NA
ebb55625,NCT00798434,794,interventional,Completed,Pfizer,Pfizer,2008-11-25,2008-06-01,2010-09-01,TRUE,TRUE,NCT,TRUE,Pfizer,Pfizer
ea90a78e,NCT00798889,314,interventional,Completed,Pfizer,Pfizer,2008-11-25,2004-03-01,2011-12-01,TRUE,FALSE,NCT,FALSE,Pfizer,Pfizer
b7aed321,NCT00800969,0,interventional,Terminated,University of Zurich,"University Hospital Zurich, Visceral surgery",2008-12-02,2008-10-01,2015-01-01,FALSE,FALSE,NCT,FALSE,Universität Zürich,Unispital Zürich
dc7a9084,NCT00801645,67,interventional,Completed,"University Hospital, Geneva","Pediatric Cardiology Unit, Departement of Child and Adolescent, University Hospital, Geneva",2008-12-02,2004-08-01,2008-10-01,FALSE,TRUE,NCT,TRUE,Unispital Genf,Unispital Genf
c01ef4b9,NCT00801775,8,observational,Terminated,"University Hospital, Basel, Switzerland","University Hospital Basel, Transplantation Immunology and Nephrology",2008-12-03,2008-08-01,2009-03-01,TRUE,FALSE,NCT,FALSE,Unispital Basel,Unispital Basel
06f1a221,NCT00802503,305,interventional,Completed,"University Hospital, Geneva","Division of Intensive Care, 1211 Geneva 14, Switzerland",2008-12-04,2008-05-01,2011-07-01,TRUE,TRUE,NCT,TRUE,Unispital Genf,NA
418c9df7,NCT00803049,742,interventional,Completed,Sanofi,Sanofi,2008-12-04,2006-10-01,2015-12-01,TRUE,TRUE,NCT,TRUE,Sanofi,Sanofi
662bd4e2,NCT00804063,20,observational,Completed,"University Hospital, Basel, Switzerland","University Hospital, Basel, Switzerland",2008-12-05,2008-12-01,2012-12-01,FALSE,FALSE,NCT,TRUE,Unispital Basel,Unispital Basel
9b2c05f3,NCT00805051,60,observational,Completed,"University Hospital, Basel, Switzerland","Department of Anaesthesia, University of Basel Hospital",2008-12-08,2008-10-01,2010-05-01,FALSE,FALSE,NCT,TRUE,Unispital Basel,Universität Basel
bac86b19,NCT00805181,30,observational,Completed,"University Hospital, Geneva","University Hospital, Geneva",2008-12-08,2008-12-01,2010-04-01,FALSE,FALSE,NCT,FALSE,Unispital Genf,Unispital Genf
687abe56,NCT00805194,1314,interventional,Completed,Boehringer Ingelheim,Boehringer Ingelheim,2008-12-08,2008-12-03,2010-11-02,TRUE,TRUE,NCT,TRUE,Boehringer Ingelheim,Boehringer Ingelheim
7c229925,NCT00805740,41,interventional,Terminated,Pfizer,Pfizer,2008-12-09,2009-04-01,2012-06-01,TRUE,TRUE,NCT,TRUE,Pfizer,Pfizer
9f17de4d,NCT00807846,201,interventional,Completed,Pfizer,Pfizer,2008-12-10,2009-09-01,2012-12-01,TRUE,FALSE,NCT,TRUE,Pfizer,Pfizer
ac0f3a90,NCT00808067,5897,interventional,Completed,Boehringer Ingelheim,Boehringer Ingelheim,2008-12-12,2008-11-01,2012-12-01,TRUE,TRUE,NCT,TRUE,Boehringer Ingelheim,Boehringer Ingelheim
79a46039,NCT00808262,21,interventional,Completed,Neovacs,Neovacs,2008-12-12,2008-10-01,2010-12-01,FALSE,FALSE,NCT,TRUE,NA,NA
f39256f6,NCT00810485,298,interventional,Completed,Addex Pharma S.A.,NA,2008-12-17,2008-12-01,2009-12-01,FALSE,FALSE,NCT,TRUE,NA,NA
41aaf9ca,NCT00810693,445,interventional,Completed,Bayer,Bayer,2008-12-17,2008-12-01,2012-05-01,TRUE,TRUE,NCT,TRUE,Bayer,Bayer
f99d0215,NCT00811538,1476,observational,Completed,"University Hospital Inselspital, Berne","Dep. of Neurology, Bern University Hospital, Switzerland",2008-12-18,2007-12-01,2015-03-01,FALSE,FALSE,NCT,TRUE,Inselspital Bern,Inselspital Bern
2be83668,NCT00812552,984,observational,Completed,Medstar Health Research Institute,NA,2008-12-18,2009-09-01,2012-05-01,FALSE,TRUE,NCT,TRUE,NA,NA
05b0ae4c,NCT00812851,24,interventional,Completed,Cantonal Hospital of St. Gallen,NA,2008-12-19,2005-04-01,2008-04-01,FALSE,FALSE,NCT,TRUE,Kantonsspital St.Gallen,NA
c2d6f8ca,NCT00813553,30,interventional,Completed,Nestlé,NA,2008-12-22,2008-12-01,2009-10-01,FALSE,FALSE,NCT,TRUE,Nestlé,NA
2a44550d,NCT00814619,68,interventional,Completed,Swiss Group for Clinical Cancer Research,Onkozentrum Zürich,2008-12-24,2008-11-01,2010-05-01,FALSE,TRUE,NCT,TRUE,SAKK,NA
6e2a8349,NCT00817713,295,interventional,Terminated,Swiss Tropical & Public Health Institute,"Swiss Tropical Institute, Ifakara Health Institute",2009-01-05,2009-01-01,2010-09-01,TRUE,FALSE,NCT,FALSE,NA,NA
f1b2e0ad,NCT00818610,601,interventional,Completed,Swiss National Fund for Scientific Research,University of Geneva and University Hospital of Geneva,2009-01-06,2009-01-01,2013-01-01,FALSE,TRUE,NCT,TRUE,NA,Unispital Genf
eb5e64fd,NCT00819221,44,interventional,Ongoing,AstraZeneca,AstraZeneca,2009-01-07,2009-01-05,2011-11-30,FALSE,TRUE,NCT,TRUE,AstraZeneca,AstraZeneca
11affa38,NCT00819572,27,interventional,Completed,ESBATech AG,"University Hospital of Erlangen, Germany",2009-01-08,2008-12-01,2010-09-01,FALSE,FALSE,NCT,TRUE,NA,NA
3f7817fc,NCT00819923,825,interventional,Unknown,The Hospital District of Satakunta,"Satakunta Central Hospital, Pori, Finland",2009-01-08,2008-11-01,2013-05-01,TRUE,TRUE,NCT,TRUE,NA,NA
c7797b5b,NCT00820014,79,interventional,Completed,ESBATech AG,"Kantonsspital Luzern, Augenklinik, CH-6000 Luzern 16, Switzerland",2009-01-08,2009-01-01,2010-09-01,FALSE,FALSE,NCT,TRUE,NA,Kantonsspital Luzern
57153694,NCT00820755,583,interventional,Completed,"Merck KGaA, Darmstadt, Germany","Merck KGaA, Darmstadt, Germany",2009-01-09,2009-01-01,2011-12-01,TRUE,TRUE,NCT,TRUE,Merck,Merck
65e41cfa,NCT00820911,175,interventional,Completed,Novartis Pharmaceuticals,Novartis Pharmaceuticals,2009-01-09,2008-09-01,2012-07-01,FALSE,FALSE,NCT,TRUE,Novartis,Novartis
fd64adce,NCT00821626,200,interventional,Completed,University of Lausanne Hospitals,"Medical Outpatient Clinic, University Hospital of Lausanne",2009-01-12,2009-01-01,2015-05-01,FALSE,TRUE,NCT,TRUE,Unispital Lausanne,Unispital Lausanne
a4cd77d3,NCT00822003,16,interventional,Completed,"University Hospital, Basel, Switzerland","Clinical Research Center, University Hospital Basel",2009-01-13,2008-02-01,2008-06-01,FALSE,FALSE,NCT,FALSE,Unispital Basel,Unispital Basel
fdba12de,NCT00822159,198,interventional,Terminated,AO Clinical Investigation and Documentation,Universitätsspital Basel,2009-01-13,2008-11-01,2011-09-01,TRUE,FALSE,NCT,TRUE,NA,Unispital Basel
0acd6f1c,NCT00822705,16,interventional,Completed,"University Hospital, Basel, Switzerland","University Hospital, Basel, Switzerland",2009-01-13,2008-08-01,2008-11-01,FALSE,TRUE,NCT,TRUE,Unispital Basel,Unispital Basel
ebb77f67,NCT00824369,52,interventional,Terminated,Pfizer,Pfizer,2009-01-15,2009-07-01,2013-07-01,TRUE,FALSE,NCT,TRUE,Pfizer,Pfizer
39598143,NCT00824421,195,interventional,Completed,Pfizer,Pfizer,2009-01-15,2009-02-01,2011-10-01,TRUE,FALSE,NCT,TRUE,Pfizer,Pfizer
707e5ee7,NCT00824460,154,interventional,Completed,Vifor Inc.,Unafilliated,2009-01-14,2008-12-01,2009-10-01,TRUE,FALSE,NCT,TRUE,NA,NA
0fa5a599,NCT00824980,24,interventional,Unknown,Immune Technologies & Medicine GmbH,University Hospital Zurich Department of Dermatology / Gloriastrasse 31,2009-01-16,2009-01-01,2009-09-01,FALSE,FALSE,NCT,TRUE,NA,Unispital Zürich
c2b0e8f9,NCT00826514,62,interventional,Completed,Pfizer,Pfizer,2009-01-21,2009-03-01,2010-01-01,FALSE,FALSE,NCT,TRUE,Pfizer,Pfizer
a3d30c7d,NCT00826579,192,interventional,Completed,"University Hospital, Basel, Switzerland",aktuell: Spitalzentrum Biel-Bienne,2009-01-20,2000-05-01,2009-01-01,FALSE,TRUE,NCT,TRUE,Unispital Basel,NA
2532c94d,NCT00826670,58,interventional,Completed,"University Hospital, Geneva",NA,2009-01-20,2009-06-01,2012-08-01,FALSE,TRUE,NCT,TRUE,Unispital Genf,NA
38cd729a,NCT00826969,64,interventional,Completed,AstraZeneca,AstraZeneca,2009-01-21,2008-09-01,2010-07-01,FALSE,FALSE,NCT,FALSE,AstraZeneca,AstraZeneca
518d237d,NCT00827216,132,interventional,Completed,"University Hospital, Geneva","Division of Anesthesiology, University Hospital of Geneva",2009-01-21,2009-01-01,2013-04-01,FALSE,TRUE,NCT,TRUE,Unispital Genf,Unispital Genf
24f5d26b,NCT00827450,13,interventional,Completed,University of Lausanne,"Department of Physiology, University of Lausanne, Switzerland",2009-01-21,2009-02-01,2010-12-01,FALSE,TRUE,NCT,TRUE,Universität Lausanne,Universität Lausanne
65d0ff94,NCT00827606,272,interventional,Completed,Pfizer,Pfizer,2009-01-22,2009-03-01,2013-10-01,TRUE,TRUE,NCT,TRUE,Pfizer,Pfizer
887a4f2b,NCT00827983,683,interventional,Completed,IBSA Institut Biochimique SA,NA,2009-01-22,2009-01-01,2010-11-01,TRUE,TRUE,NCT,TRUE,IBSA,NA
c7bd6d5c,NCT00828373,52,interventional,Completed,"University Hospital, Geneva",University Hospitals of Geneva,2009-01-22,2009-08-01,2010-08-01,FALSE,TRUE,NCT,TRUE,Unispital Genf,Unispital Genf
75ee3734,NCT00828737,927,interventional,Completed,Bayer,Bayer,2009-01-23,2008-12-01,2015-01-01,FALSE,FALSE,NCT,TRUE,Bayer,Bayer
4979f8b7,NCT00829166,991,interventional,Completed,Hoffmann-La Roche,"Genentech, Inc.",2009-01-22,2009-02-01,2012-07-01,TRUE,TRUE,NCT,TRUE,Hoffmann-La Roche,Genentech
